C96-2158	Anaphor Resolution And The Scope Of Syntactic Constraints	1996
C96-2196	Parsing Plans Situation-Dependently In Dialogues	1996
C82-1049	A Message-Passing Control Structure For Text Understanding	1982
C69-6601	An Intuitive Representation Of Context-Free Languages	1969
C67-1014	Can Overt Syntactic Structure Be Interpreted As A Logical Device?	1967
C94-2125	Algorithm For Automatic Interpretation Of Noun Sequences	1994
C02-1004	Combining Unsupervised And Supervised Methods For PP Attachment Disambiguation	2002
C10-1115	Ukwabelana - An open-source morphological Zulu corpus	2010
C92-3162	A Knowledge-Based Machine-Aided System For Chinese Text Abstraction	1992
C94-2205	Portuguese Analysis With Tree Adjoining Grammars	1994
C10-1102	2D Trie for Fast Parsing	2010
C69-4901	Simulation Of Word-Meaning Stochastic Processes	1969
C94-1067	An HPSG Parser Based On Description Logics	1994
C04-1119	Back Transliteration From Japanese To English Using Target English Context	2004
C92-4194	A Chinese Corpus For Linguistic Research	1992
C90-3047	Unbounded Dependency: Tying Strings To Rings	1990
C92-3145	A Freely Available Wide Coverage Morphological Analyzer For English	1992
C92-2101	Learning Translation Templates From Bilingual Text	1992
C02-1142	Automatic Glossary Extraction: Beyond Terminology Identification	2002
C86-1037	Requirements For Robust Natural Language Interfaces: The LanguageCraft And XCALIBUR Experiences	1986
C96-2186	Distributing And Porting General Linguistic Tools	1996
C92-1050	Incrementing Discourse With The Negation Relation	1992
C96-1012	To What Extent Does Case Contribute To Verb Sense Disambiguation?	1996
C90-2031	On Trying To Do Things With Words: Another Plan-Based Approach To Speech Act Interpretation	1990
C04-1093	Summarizing Encyclopedic Term Descriptions On The Web	2004
C96-2103	Coordination In Tree Adjoining Grammars: Formalization And Implementation	1996
C65-1006	Automatic Linguistic Classification	1965
C82-2025	Experiences Et Realisations Du Bureau Canadien Des Traductions Dans Le Domaine De L'Automatisation De La Traduction	1982
C10-1007	Fast and Accurate Arc Filtering for Dependency Parsing	2010
C08-1036	Using Web-Search Results to Measure Word-Group Similarity	2008
C88-1019	Acquisition Of Semantic Information From An On-Line Dictionary	1988
C02-1084	Dialog Navigator: A Question Answering System Based On Large Text Knowledge Base	2002
C96-1080	The Influence Of Tagging On The Classification Of Lexical Complements	1996
C96-2146	Analyzing Japanese Double-Subject Construction Having An Adjective Predicate	1996
C90-3062	Repair Work In Human-Computer Dialogue	1990
C96-2175	The Internet A natural Channel For Language Learning	1996
C02-1143	Simple Features For Chinese Word Sense Disambiguation	2002
C92-1047	Une Ontologie Du Temps Pour Le Langage Naturel	1992
C96-2113	An Underspecified HPSG Representation For Information Structure	1996
C88-1062	VOCNETS - A Tool For Handling Finite Vocabularies	1988
C02-1151	Probabilistic Reasoning For Entity And Relation Recognition	2002
C08-1131	Measuring and Predicting Orthographic Associations: Modelling the Similarity of Japanese Kanji	2008
C00-1065	Hypertags	2000
C90-3049	A Finite-State Morphological Processor For Spanish	1990
C86-1092	PeriPhrase: Lingware For Parsing And Structural Transfer	1986
C82-1030	TULIPS-2 - Natural Language Learning System	1982
C04-1163	A Semantic-Based Approach To Interoperabiltity Of Classification Hierarchies: Evaluation Of Linguistic Techniques	2004
C69-1501	Syntactic Analysis By Alternating Computation And Inspection	1969
C04-1188	Information Extraction For Question Answering: Improving Recall Through Syntactic Patterns	2004
C80-1085	Content Guided Answer Search System For Natural Languages	1980
C88-1041	The PSI/PHI Architecture For Prosodic Parsing	1988
C90-2007	Lexical Ambiguity And The Role Of Knowledge Representation In Lexicon Design	1990
C08-1140	A Hybrid Generative/Discriminative Framework to Train a Semantic Parser from an Un-annotated Corpus	2008
C02-1101	Detecting Errors In Corpora Using Support Vector Machines	2002
C04-1192	Fine-Grained Word Sense Disambiguation Based On Parallel Corpora Word Alignment Word Clustering And Aligned Wordnets	2004
C96-1021	Anaphora For Everyone: Pronominal Anaphora Resolution Without A Parser	1996
C86-1066	A Dictionary And Morphological Analyser For English	1986
C67-1005	Analogie Et Homologie Dans L'Accentuation De L'Anglais	1967
C82-2029	Constraints On Noun Phrase Conjunction: A Domain-Independent Mechanism	1982
C04-1125	Correcting Category Errors In Text Classification	2004
C96-2117	Computation Of Relative Social Status On The Basis Of Honorification In Korean	1996
C04-1062	Multi-Human Dialogue Understanding For Assisting Artifact-Producing Meetings	2004
C00-1005	An Ontology Of Systematic Relations For A Shared Grammar Of Slavic	2000
C86-1143	The Role Of Phonology In Speech Processing	1986
C02-1161	Lexical Query Paraphrasing For Document Retrieval	2002
C94-1014	A Matching Technique In Example-Based Machine Translation	1994
C08-1137	Sentence Type Based Reordering Model for Statistical Machine Translation	2008
C04-1120	Text Induced Spelling Correction	2004
C82-1015	DIALOGIC: A Core Natural-Language Processing System	1982
C00-2090	Multi-Level Similar Segment Matching Algorithm For Translation Memories And Example-Based Machine Translation	2000
C02-1017	Corpus-Based Generation Of Numeral Classifier Using Phrase Alignment	2002
C00-1040	An Integrated Model Of Semantic And Conceptual Interpretation From Dependency Structures	2000
C92-1061	Proof-Nets And Dependencies	1992
C92-2078	A Reusable Lexical Database Tool For Machine Translation	1992
C69-7601	A Note On Morpheme Structure In Generative Phonology	1969
C65-1026	Specifications For A Tree Processing Language	1965
C94-1100	Building A Lexical Domain Map From Text Corpora	1994
C90-3033	When Something Is Missing: Ellipsis Coordination And The Chart	1990
C92-3161	Shalt2 - A Symmetric Machine Translation System With Conceptual Transfer	1992
C73-2011	Determinations Dialinguistiques De Genre Litteraire	1973
C94-2152	Hypothesis Scoring Over Theta Grids Information In Parsing Chinese Sentences With Serial Verb Constructions	1994
C92-1053	Organizing Dialogue From An Incoherent Stream Of Goals	1992
C94-1070	The Whiteboard Architecture: A Way To Integrate Heterogeneous Components Of NLP Systems	1994
C88-2092	Why Computational Grammarians Can Be Skeptical About Existing Linguistic Theories	1988
C88-2094	Reasons Why We Use Dependency Grammar	1988
C90-2002	An Application Of Lexical Semantics To Knowledge Acquisition From Corpora	1990
C86-1026	The Need For MT-Oriented Versions Of Case And Valency In MT	1986
C80-1014	Linguistic Model Based On The Generative Topological Information Space	1980
C04-1202	Using Gene Expression Programming To Construct Sentence Ranking Functions For Text Summarization	2004
C02-1075	A Novel Disambiguation Method For Unification-Based Grammars Using Probabilistic Context-Free Approximations	2002
C94-1084	Towards Automatic Extraction Of Monolingual And Bilingual Terminology	1994
C90-3030	Constraint Grammar As A Framework For Parsing Running Text	1990
C86-1070	Linguistic Developments In EUROTRA Since 1983	1986
C90-3056	Syntactic Description Of Free Word Order Languages	1990
C96-2213	Using A Hybrid System Of Corpus- And Knowledge-Based Techniques To Automate The Induction Of A Lexical Sublanguage Grammar	1996
C96-1028	Cross-Serial Dependencies Are Not Hard To Process	1996
C04-1148	Online Generic Editing Of Heterogeneous Dictionary Entries In Papillon Project	2004
C04-1079	Generating Overview Summaries Of Ongoing Email Thread Discussions	2004
C02-1030	The Simple Core And The Complex Periphery Of Natural Language - A Formal And A Computational View	2002
C10-1030	Generating Learner-Like Morphological Errors in Russian	2010
C94-1044	Interlingual Lexical Organisation For Multilingual Lexical Databases In NADIA	1994
C08-1005	Improving Alignments for Better Confusion Networks for Combining Machine Translation Systems	2008
C10-1057	FactRank: Random Walks on a Web of Facts	2010
C92-2100	A Three-Level Revision Model For Improving Japanese Bad-Styled Expressions	1992
C86-1011	Testing The Projectivity Hypothesis	1986
C10-1012	Broad Coverage Multilingual Deep Sentence Generation with a Stochastic Multi-Level Realizer	2010
C00-2173	XMLTrans: A Java-Based XML Transformation Language For Structured Data	2000
C96-1006	Extracting Word Correspondences From Bilingual Corpora Based On Word Co-Occurrence Information	1996
C94-1080	Concurrent Lexicalized Dependency Parsing: A Behavioral View On ParseTalk Events	1994
C90-2057	Lexical Gaps And Idioms In Machine Translation	1990
C92-3147	B-SURE: A Believed Situation And Uncertain-Action Representation Environment	1992
C73-2024	An Interactive System For Stem-Suffix Discrimination In Italian Words	1973
C90-2060	How To Invert A Natural Language Parser Into An Efficient Generator: An Algorithm For Logic Grammars	1990
C10-1071	Constituent Reordering and Syntax Models for English-to-Japanese Statistical Machine Translation	2010
C86-1129	A Lexical Functional Grammar System In Prolog	1986
C92-2079	Aligning Sentences In Bilingual Texts French - English And French - Arabic	1992
C04-1149	Integrating Cross-Lingually Relevant News Articles And Monolingual Web Documents In Bilingual Lexicon Acquisition	2004
C80-1079	An Experimental Applicative Programming Language For Linguistics And String Processing	1980
C08-1106	Modeling Latent-Dynamic in Shallow Parsing: A Latent Conditional Model with Imrpoved Inference	2008
C82-2042	The Representation Of Semantic Information In German Machine Readable Dictionaries	1982
C86-1120	Japanese Honorifics And Situation Semantics	1986
C00-1046	Automatic Refinement Of A POS Tagger Using A Reliable Parser And Plain Text Corpora	2000
C96-2166	Fast Generation Of Abstracts From General Domain Text Corpora By Extracting Relevant Sentences	1996
C04-1102	Detecting Transliterated Orthographic Variants Via Two Similarity Metrics	2004
C90-3079	Intelligent Handling Of Weather Forecasts	1990
C96-2191	Spoken-Language Translation Method Using Examples	1996
C67-1036	The Entropy Of Recursive Markov Processes	1967
C94-2188	Centering In Japanese: A Step Towards Better Interpretation Of Pronouns And Zero-Pronouns	1994
C69-1701	Une Notation Des Textes Hors Des Contraintes Morphologiques Et Syntaxiques De L'Expression	1969
C86-1126	A Grammar Used For Parsing And Generation	1986
C02-1136	Stochastic Dependency Parsing Of Spontaneous Japanese Spoken Language	2002
C10-1083	Exploiting Structured Ontology to Organize Scattered Online Opinions	2010
C10-1042	RTG based surface realisation for TAG	2010
C00-2137	More Accurate Tests For The Statistical Significance Of Result Differences	2000
C92-1023	Stock Of Shared Knowledge - A Tool For Solving Pronominal Anaphora	1992
C02-1078	A Probabilistic Method For Analyzing Japanese Anaphora Integrating Zero Pronoun Detection And Resolution	2002
C88-1058	Coordination In Reconnaissance-Attack Parsing	1988
C08-1141	Diagnostic Evaluation of Machine Translation Systems Using Automatically Constructed Linguistic Check-Points	2008
C88-2145	The Semantics And Syntax Of Russian Pronominal Structure: A Feature Breakdown	1988
C92-2084	Derivation Of Underlying Valency Frames From A Learner's Dictionary	1992
C82-2063	Grammatic And Semantic Normativity Of Linguistic Units And Features As A Factor Of Automatic Text Processing	1982
C04-1016	Extending MT Evaluation Tools With Translation Complexity Metrics	2004
C02-1133	Analysis Of Titles And Readers For Title Generation Centered On The Readers	2002
C92-3157	From Detection/Correction To Computer Aided Writing	1992
C90-1012	The Generalized LR Parser/Compiler V8-4: A Software Package For Practical NL Projects	1990
C88-2103	Parsing With Look-Ahead In Real-Time On-Line Translation System	1988
C10-1015	A Utility-Driven Approach to Question Ranking in Social QA	2010
C02-1047	Towards A Noise-Tolerant Representation-Independent Mechanism For Argument Interpretation	2002
C04-1001	Grammar Modularity And Its Impact On Grammar Documentation	2004
C00-2116	Automatic Corpus-Based Thai Word Extraction With The C4.5 Learning Algorithm	2000
C02-1018	Information Gain Ratio As Term Weight: The Case Of Summarization Of IR Results	2002
C90-2025	Functor-Driven Natural Language Generation With Categorial-Unification Grammars	1990
C96-1034	A Principle-Based Hierarchical Representation Of LTAGs	1996
C92-2091	Shake-And-Bake Machine Translation	1992
C94-1066	Constructing Lexical Transducers	1994
C86-1099	BetaText: An Event Driven Text Processing And Text Analyzing System	1986
C88-2110	On The Semantic Interpretation Of Nominals	1988
C86-1023	Idiosyncratic Gap: A Tough Problem To Structure-Bound Machine Translation	1986
C08-1021	KnowNet: Building a Large Net of Knowledge from the Web	2008
C88-2160	Interactive Translation: A New Approach	1988
C10-1150	Resolving Surface Forms to Wikipedia Topics	2010
C88-1034	Knowledge Integration In A Robust And Efficient Morpho-Syntactic Analyzer For French	1988
C69-3301	Automatic Recognition Of Speech Sounds By A Digital Computer	1969
C08-1053	A Local Alignment Kernel in the Context of NLP	2008
C04-1022	Automatic Learning Of Language Model Structure	2004
C02-1147	Rapid Prototyping For Spoken Dialogue Systems	2002
C96-2131	An Agreement Corrector For Russian	1996
C92-1002	Ongoing Directions In Computational Linguistics	1992
C10-1127	Efficient Statement Identification for Automatic Market Forecasting	2010
C10-1131	Probabilistic Tree-Edit Models with Structured Latent Variables for Textual Entailment and Question Answering	2010
C00-2147	The Week At A Glance - Cross-Language Cross-Document Information Extraction And Translation	2000
C10-1123	Dependency Forest for Statistical Machine Translation	2010
C00-2115	Extracting Semantic Clusters From The Alignment Of Definitions	2000
C94-1079	PRINCIPAR - An Efficient Broad-Coverage Principle-Based Parser	1994
C86-1131	Semantic Based Generation Of Japanese German Translation System - Result And Evaluation-	1986
C92-3128	Accenting And Deaccenting: A Declarative Approach	1992
C10-1132	A Character-Based Joint Model for Chinese Word Segmentation	2010
C10-1107	Bringing Active Learning to Life	2010
C94-1046	Towards Linguistic Knowledge Discovery Assistants: Application To Learning Lexical Properties Of Chinese Characters	1994
C86-1032	Computational Comparative Studies On Romance Laguages A Linguistic Comparison Of Lexicon-Grammars	1986
C90-3102	A Mechanism For Ellipsis Resolution In Dialogued Systems	1990
C04-1041	The Importance Of Supertagging For Wide-Coverage CCG Parsing	2004
C94-2206	Incremental Construction Of A Lexical Transducer For Korean	1994
C80-1074	Decomposition Of Japanese Sentences Into Normal Forms Based On Human Linguistic Process	1980
C00-1020	A Client/Server Architecture For Word Sense Disambiguation	2000
C10-1144	Forest-guided Supertagger Training	2010
C08-1107	Learning Entailment Rules for Unary Templates	2008
C82-1016	Referential Nets With Attributes	1982
C92-1034	Structure Sharing In Lexicalized Tree-Adjoining Grammars	1992
C00-2098	A Context-Sensitive Model For Probabilistic LR Parsing Of Spoken Language With Transformation-Based Postprocessing	2000
C92-4197	An Analysis Of Indonesian Language For Interlingual Machine-Translation System	1992
C04-1048	Generating Discourse Structures For Written Text	2004
C90-3071	Information Extraction And Semantic Constraints	1990
C88-1060	An Algorithm For Functional Uncertainty	1988
C02-1050	Bidirectional Decoding For Statistical Machine Translation	2002
C94-2199	A Simple Transformation For Online-Parsable Grammars And Its Termination Properties	1994
C02-1060	Self-Organizing Chinese And Japanese Semantic Maps	2002
C86-1028	Lexicase Parsing: A Lexicon-Driven Approach To Syntactic Analysis	1986
C96-1077	Compiling A Partition-Based Two-Level Formalism	1996
C69-5801	Computer Aided Research On Synonymy And Antonymy	1969
C90-2036	A Spelling Correction Program Based On A Noisy Channel Model	1990
C02-1130	Fine Grained Classification Of Named Entities	2002
C69-0501	An Application Of Computer Programming To The Reconstruction Of A Proto-Language	1969
C96-1007	Computational Semantics Of Time/Negation Interaction	1996
C94-1004	Interpreting Compounds For Machine Translation	1994
C00-2092	Data-Oriented Translation	2000
C82-2010	Developing A Reading Machine For The Blind	1982
C00-1015	You'll Take The High Road And I'll Take The Low Road: Using A Third Language To Improve Bilingual Word Alignment	2000
C02-1040	Learning Verb Argument Structure From Minimally Annotated Corpora	2002
C04-1036	Feature Vector Quality And Distributional Similarity	2004
C69-2801	On The Use Of Linguistic Quantifying Operators In The Logico-Semantic Structure Representation Of Utterances	1969
C92-2113	A Method Of Utilizing Domain And Language Specific Constraints In Dialogue Translation	1992
C69-0801	Interactive Semantic Analysis Of English Paragraphs	1969
C96-1056	GRICE INCORPORATED: Cooperativity In Spoken Dialogue	1996
C92-4200	Knowledge Extraction From Texts By Sintesi	1992
C90-3039	Meaning Representation And Text Planning	1990
C96-1048	Dealing With Cross-Sentential Anaphora Resolution In ALEP	1996
C04-1127	Cross-Lingual Information Extraction System Evaluation	2004
C90-3065	Recognizing Advice Warnings Promises And Threats	1990
C96-2142	Adjectival Modification In Text Meaning Representation	1996
C69-7001	Discourse Referents	1969
C94-2187	A Grammatico-Statistical Approach To Discourse Partitioning	1994
C96-1081	A Sign Expansion Approach To Dynamic Multi-Purpose Lexicons	1996
C86-1100	Toward Integrated Dictionaries For M(A)T: Motivations And Linguistic Organisation	1986
C94-1028	The Rumors System Of Russian Synthesis	1994
C10-1039	Opinosis: A Graph Based Approach to Abstractive Summarization of Highly Redundant Opinions	2010
C92-1022	Chart Parsing Of Robust Grammars	1992
C88-2121	Parsing Strategies With 'Lexicalized' Grammars: Application To Tree Adjoining Grammars	1988
C08-1121	Coreference Systems Based on Kernels Methods	2008
C88-1057	Issues In Relating Syntax And Semantics	1988
C96-2195	An Overview Of The EDR Electronic Dictionary And The Current Status Of Its Utilization	1996
C02-1002	A Cheap And Fast Way To Build Useful Translation Lexicons	2002
C92-4214	Marking And Tagging A Computerized Corpus	1992
C92-2076	Disjunctive Feature Structures As Hypergraphs	1992
C04-1162	PageRank On Semantic Networks With Application To Word Sense Disambiguation	2004
C80-1033	Connotation As A Form Of Inference	1980
C69-4001	A Progress Report On The Use Of English In Information Retrieval	1969
C80-1087	Integrated Information Manipulation Systems (IMS) - A Cognitive View	1980
C04-1083	Browsing Help For A Faster Retrieval	2004
C00-1052	Compact Non-Left-Recursive Grammars Using The Selective Left-Corner Transform And Factoring	2000
C73-1018	Results Obtained With A New Method For The Automatic Analysis Of Sentence Structures	1973
C96-2119	Automatic English-To-Korean Text Translation Of Telegraphic Messages In A Limited Domain	1996
C86-1149	Another Stride Towards Knowledge-Based Machine Translation	1986
C86-1150	English - Malay Translation System: A Laboratory Prototype	1986
C88-2153	Machine Tractable Dictionaries As Tools And Resources For Natural Language Processing	1988
C00-1071	Languages Of Analogical Strings	2000
C73-2030	On Using Semantic Data In Automatic Syntactic Analysis	1973
C92-2122	A Case Study Of Natural Language Customisation: The Practical Effects Of World Knowledge	1992
C80-1043	System Support In Chinese Data Entry	1980
C90-3055	A Machine Translation System For Foreign News In Satellite Broadcasting	1990
C82-1026	Recognition Of Abstract Objects - A Decision Theory Approach Within Natural Language Processing	1982
C86-1018	Conditioned Unification For Natural Language Processing	1986
C04-1135	Extracting Hyponyms Of Prespecified Hypernyms From Itemizations And Headings In Web Documents	2004
C00-1032	Morphological Rule Induction For Terminology Acquisition	2000
C10-1119	Investigating the cross-linguistic potential of VerbNet-style classification	2010
C86-1083	Temporal Relations In Texts And Time Logical Inferences	1986
C94-1074	A Not-So-Shallow Parser For Collocational Analysis	1994
C90-1017	STS: An Experimental Sentence Translation System	1990
C10-1069	Phrase Clustering for Smoothing TM Probabilities - or How to Extract Paraphrases from Phrase Tables	2010
C90-3003	Backwards Phonology	1990
C08-1086	A Joint Information Model for N-Best Ranking	2008
C08-1023	Pedagogically Useful Extractive Summaries for Science Education	2008
C92-4185	Unifying Disjunctive Feature Structures	1992
C90-3031	The BICORD System Combining Lexical Information From Bilingual Corpora And Machine Readable Dictionaries	1990
C94-1098	A Parser Coping With Self-Repaired Japanese Utterances And Large Corpus-Based Evaluation	1994
C94-2140	Free-Ordered CUG On Chemical Abstract Machine	1994
C96-2107	Statistical Method Of Recognizing Local Cohesion	1996
C82-1029	Conversion Of A French Surface Expression Into Its Semantic Representation According To The Reseda Metalanguage	1982
C96-1060	The Discourse Functions Of Italian Subjects: A Centering Approach	1996
C73-2020	An Algorithm Of Limited Syntax Based On Language Universals	1973
C04-1151	Multi-Level Bootstrapping For Extracting Parallel Sentences From A Quasi-Comparable Corpus	2004
C10-1017	End-to-End Coreference Resolution via Hypergraph Partitioning	2010
C08-1068	Hindi Urdu Machine Transliteration using Finite-State Transducers	2008
C04-1020	Representing Discourse Coherence: A Corpus-Based Analysis	2004
C86-1112	Generalized Memory Manipulating Actions For Parsing Natural Language	1986
C04-1097	Linguistically Informed Statistical Models Of Constituent Structure For Ordering In Sentence Realization	2004
C90-2071	Probabilistic Unification-Based Integration Of Syntactic And Semantic Preferences For Nominal Compounds	1990
C96-2135	Yet Another Paper About Partial Verb Phrase Fronting In German	1996
C80-1022	The Knowledge Representation For A Story Understanding And Simulation System	1980
C02-1010	Structure Alignment Using Bilingual Chunking	2002
C04-1155	A Flexible Example Annotation Schema: Translation Corresponding Tree Representation	2004
C88-1069	Complexity Two-Level Morphology And Finnish	1988
C69-6201	Constructional Potentiality: Priscianic Grammar As A Disambiguation Technique In The Automatic Recognition Of Latin Syntax	1969
C82-2038	Stratifikative Sfrachbeschreibung Mit Inkorporierender Bedeutungskomponente - Elemente Eines Entwurfs	1982
C92-1058	The Primordial Soup Algorithm A Systematic Approach To The Specification Of Parallel Parsers	1992
C04-1191	Inferring Parts Of Speech For Lexical Mappings Via The Cyc KB	2004
C80-1064	its: Interactive Translation System	1980
C82-2053	A Formal Procedure For Bulgarian Word Form Generation	1982
C94-1025	Probabilistic Tagging With Feature Structures	1994
C04-1158	Efficient Confirmation Strategy For Large-Scale Text Retrieval Systems With Spoken Dialogue Interface	2004
C94-2116	Verbal Case Frame Acquisition From A Bilingual Corpus: Gradual Knowledge Acquisition	1994
C00-2163	A Comparison Of Alignment Models For Statistical Machine Translation	2000
C86-1008	A Two-Level Dialogue Representation	1986
C90-3092	Anticipation-Free Diagnosis Of Structural Faults	1990
C96-2157	A Self-Learning Universal Concept Spotter	1996
C08-1042	Evaluating Unsupervised Part-of-Speech Tagging for Grammar Induction	2008
C04-1019	The Queen's Agents: Using Collaborating Object-Based Dialogue Agents In The Queen's Communicator	2004
C96-2198	Learning Morphology: Algorithms For The Identification Of The Stem Changes	1996
C90-3088	Parsing Long English Sentences With Pattern Rules	1990
C96-2205	Redefining Similarity In A Thesaurus By Using Corpora	1996
C02-1105	From Trees To Predicate-Argument Structures	2002
C92-2065	Probabilistic Tree-Adjoining Grammar As A Framework For Statistical Natural Language Processing	1992
C88-1020	Speech-Rate Variation And The Prediction Of Duration	1988
C86-1002	An Empirically Based Approach Towards A System Of Semantic Features	1986
C82-1002	Cognitive Models For Computer Vision	1982
C00-2152	An Integrated Architecture For Example-Based Machine Translation	2000
C69-1901	Dialectology By Computer	1969
C94-2161	Anytime Algorithms For Speech Parsing?	1994
C94-2145	On The Portability Of Complex Constraint-Based Grammars	1994
C88-1052	Presuppositions As Beliefs	1988
C67-1021	Un Modele De La Notion Du Cas	1967
C86-1147	Translation By Understanding: A Machine Translation System LUTE	1986
C02-1023	A Chart-Parsing Algorithm For Efficient Semantic Analysis	2002
C88-1005	Efficiency Considerations For LFG-Parsers - Incremental And Table-Lookup Techniques	1988
C92-3137	Attitude Emergence - An Effective Interpretation Scheme For Persuasive Discourse	1992
C00-1007	Exploiting A Probabilistic Hierarchical Model For Generation	2000
C80-1053	Text Analysis Learning Strategies	1980
C94-1035	Syllable-Based Model For The Korean Morphology	1994
C02-1097	Word Sense Disambiguation Using Static And Dynamic Sense Vectors	2002
C02-1154	Unsupervised Learning Of Generalized Names	2002
C94-2120	Incremental Interpretation: Applications Theory And Relationship To Dynamic Semantics	1994
C10-1095	Co-STAR: A Co-training Style Algorithm for Hyponymy Relation Acquisition from Structured and Unstructured Text	2010
C96-1092	Applying Lexical Rules Under Subsumption	1996
C86-1095	Variables Et Categories Grammaticales Dans Un Modele Arlane	1986
C02-1115	A Maximum Entropy-Based Word Sense Disambiguation System	2002
C88-2137	Application Of The Direct Memory Access Paradigm To Natural Language Interlaces To Knowledge-Based Systems	1988
C82-1011	Frame Based Recognition Of Theme Continuity	1982
C02-1116	Linking Syntactic And Semantic Arguments In A Dependency-Based Formalism	2002
C86-1135	Generating Natural Language Text In A Dialog System	1986
C96-2105	Parallel Replacement In Finite State Calculus	1996
C00-2142	Rapid Development Of Translation Tools: Application To Persian And Turkish	2000
C90-2066	Why Human Translators Still Sleep In Peace? (Four Engineering And Linguistic Gaps In NLP)	1990
C04-1176	Automatic Construction Of Japanese KATAKANA Variant List From Large Corpus	2004
C02-1145	Building A Large-Scale Annotated Chinese Corpus	2002
C04-1123	Text Analysis Meets Computational Lexicography	2004
C96-1041	Markov Random Field Based English Part-Of-Speech Tagging System	1996
C10-1021	Emotion Cause Detection with Linguistic Constructions	2010
C10-1134	Disambiguating Dynamic Sentiment Ambiguous Adjectives	2010
C00-2167	Japanese Named Entity Extraction Evaluation - Analysis Of Results -	2000
C88-1030	The Parallel Expert Parser (PEP): A Thoroughly Revised Descendant Of The Word Expert Parser (WEP)	1988
C04-1115	Feature Weighting For Co-Occurrence-Based Classification Of Words	2004
C92-1019	Word Identification For Mandarin Chinese Sentences	1992
C90-2029	An Implementation Of Formal Semantics In The Formalism Of Relational Databases	1990
C90-3044	Toward Memory-Based Translation	1990
C88-2090	The Treatment Of Scope And Negation In ROSETTA	1988
C88-2144	The Analysis Of Tense And Aspect In EUROTRA	1988
C10-1018	Exploiting Background Knowledge for Relation Extraction	2010
C96-2182	Formal Description Of Multi-Word Lexemes With The Finite-State Formalism IDAREX	1996
C10-1075	Adaptive Development Data Selection for Log-linear Model in Statistical Machine Translation	2010
C94-1047	Logic Compression Of Dictionaries For Multilingual Spelling Checkers	1994
C88-1009	Feature Graphs And Abstract Data Types: A Unifying Approach	1988
C08-1019	Mind the Gap: Dangers of Divorcing Evaluations of Summary Content from Linguistic Quality	2008
C90-3072	Spelling-Checking For Highly Inflective Languages	1990
C86-1061	Tailoring Importance Evaluation To Reader's Goals: A Contribution To Descriptive Text Summarization	1986
C00-2124	Applying System Combination To Base Noun Phrase Identification	2000
C00-2110	Japanese Dependency Analysis Using A Deterministic Finite State Transducer	2000
C90-3059	Bilingual Generation Of Weather Forecasts In An Operations Environment	1990
C94-1088	Character-Based Collocation For Mandarin Chinese	1994
C86-1069	Machine Learning Of Morphological Rules By Generalization And Analogy	1986
C88-1039	Semantic Interpretation Of Pragmatic Clues: Connectives Modal Verbs And Indirect Speech Acts	1988
C69-6401	A Progress Report On The Use Of Slant Grammar Calculus For Automatic Analysis	1969
C88-1081	Representing Regularities In The Metaphoric Lexicon	1988
C94-2157	Issues In Text-To-Speech For French	1994
C82-1057	Knowledge Representation And Machine Translation	1982
C86-1042	Linking Propositions	1986
C96-1031	GramCheck: A Grammar And Style Checker	1996
C92-2081	The Automatic Creation Of Lexical Entries For A Multilingual MT System	1992
C10-1089	Entity-Focused Sentence Simplification for Relation Extraction	2010
C86-1087	Processing Clinical Narratives In Hungarian	1986
C80-1008	A Rule-Based Approach To Ill-Formed Input	1980
C02-1093	A Stochastic Topological Parser For German	2002
C82-1039	An English Japanese Machine Translation System Of The Titles Of Scientific And Engineering Papers	1982
C94-2196	Discourse And Deliberation - Testing A Collaborative Strategy	1994
C69-3701	Automatic Text Generation	1969
C02-1124	Contextual Natural Language Processing And DAML For Understanding Software Requirements Specifications	2002
C82-2065	LESK: A Language Synthetizing Natural Language Computer Language And Logic	1982
C02-1039	Instance Based Learning With Automatic Feature Selection Applied To Word Sense Disambiguation	2002
C08-1027	Syntactic Reordering Integrated with Phrase-Based SMT	2008
C88-1017	A Constructive View Of GPSG Or How To Make It Work	1988
C90-2011	An Augmented Chart Data Structure With Efficient Word Lattice Parsing Scheme In Speech Recognition Applications	1990
C92-4207	Reconstructing Spatial Image From Natural Language Texts	1992
C08-1070	What%s the Date? High Accuracy Interpretation of Weekday Names	2008
C82-1061	Quantification Of Meaning And The Computer	1982
C00-2089	Tagging And Chunking With Bigrams	2000
C69-5501	Le Projet De Traduction Automatique A L'Universite De Montreal	1969
C80-1018	L'Analyse Logique Des Temps Du Passe En Francais Comment On Peut Appliquer La Distinction Entre Nom De Matiere Et Nom Comptable Aux Temps Du Verbe	1980
C00-1041	Deletions And Their Reconstruction In Tectogrammatical Syntactic Tagging Of Very Large Corpora	2000
C82-2068	Some Informational Languages And Models - A Semantic View	1982
C92-1029	Dynamic Programming Method For Analyzing Conjunctive Structures In Japanese	1992
C92-2073	How To Visualize Time Tense And Aspect?	1992
C67-1024	Problemes Syntaxiques De L'Indexation Automatique De Documents	1967
C92-4174	Direct Parsing With Metarules	1992
C04-1181	Interpreting Vague Utterances In Context	2004
C94-2180	Customizing And Evaluating A Multilingual Discourse Module	1994
C10-1153	A Minimum Error Weighting Combination Strategy for Chinese Semantic Role Labeling	2010
C10-1004	Multilingual Subjectivity: Are More Languages Better?	2010
C90-2016	Integrating Stress And Intonation Into A Concept-To-Speech System	1990
